elapsed_sec,total_pss_kb,total_rss_kb,battery_temp_c,battery_level,thermal_status,foreground_window
462.7,459442,564288,37.9,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
469,459445,564292,38.0,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
474.7,459500,564404,38.0,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
482.2,459524,564428,38.0,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
489.2,459544,564448,38.0,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
494.7,459532,564436,38.1,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
501.1,459536,564440,38.2,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
508,459536,564440,38.2,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
513.5,459512,564432,38.1,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
520.2,459521,564460,38.3,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
528.5,459585,564524,38.3,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
536.3,459581,564520,38.3,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
542.1,459561,564500,38.3,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
548.3,459364,564304,38.4,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
556.6,459384,564324,38.4,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
563.2,459321,564268,38.4,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
569.4,459344,564284,38.4,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
577.7,459408,564348,38.5,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
585.2,459396,564336,38.5,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
590.7,459376,564316,38.6,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
598.4,459512,564452,38.6,100,3,mCurrentFocus=Window{30d9502 u0 com.mimicompany.truegate/com.unity3d.player.UnityPlayerGameActivity}
605.8,493334,600976,38.6,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
614.7,492841,600448,38.6,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
622.9,493029,600636,38.6,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
628.5,493029,600636,38.5,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
635.2,493029,600636,38.4,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
642,493029,600636,38.3,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
647.6,493021,600628,38.3,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
654.6,493029,600636,38.2,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
661.3,493029,600636,38.1,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
666.9,493021,600628,38.0,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
673.5,492990,600604,37.9,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
680.7,492997,600604,37.9,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
686.3,492997,600604,37.9,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
692.6,492989,600596,37.7,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
699.4,492989,600596,37.7,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
705.2,492989,600596,37.6,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
711.5,492989,600596,37.6,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
719.3,492989,600596,37.4,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
727.8,492989,600596,37.4,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
733.5,492982,600596,37.3,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
739.7,492989,600596,37.3,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
747.5,492989,600596,37.2,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
753.2,492989,600596,37.1,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
760,492989,600596,37.1,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
767.4,492989,600596,37.1,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
773.1,492989,600596,37.0,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
779.6,492989,600596,37.0,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
786.3,492989,600596,37.0,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
792.1,492989,600596,36.9,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
798.6,492982,600596,36.9,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
805.8,492997,600604,36.9,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
812.7,492997,600604,36.7,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
818.4,492973,600580,36.7,100,3,mCurrentFocus=Window{a2d8d4 u0 TemporaryFocusWindow}
