AssetPath,FileName,Duration,Channels,Frequency,SourceFileSize,LoadType,CompressionFormat,Quality,PreloadAudioData,LoadInBackground,ForceToMono,Ambisonic,UsageCategory,ReferenceStatus,EstimatedRuntimeMemory,SuggestedSettings,Warnings
"Assets/Sound/Combat/player_shot_03.ogg","player_shot_03.ogg",0.691,1,44100,39750,"DecompressOnLoad","ADPCM",1.00,True,False,True,False,"GameplayFrequentSfx","AudioCatalog",121856,"DecompressOnLoad; ADPCM; q=1.00; preload=True; background=False; mono=True; sampleRate=Optimize","Duplicate source content"
"Assets/Sound/Combat/run_start_deploy.ogg","run_start_deploy.ogg",3.43,2,44100,182486,"CompressedInMemory","Vorbis",0.75,True,False,False,False,"GameplayOneShot","AudioCatalog",182486,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=False; sampleRate=Optimize","Potential mono content is stored as stereo"
"Assets/Sound/Combat/squad_defeated.ogg","squad_defeated.ogg",2.218,2,44100,93848,"CompressedInMemory","Vorbis",0.75,True,False,False,False,"GameplayOneShot","AudioCatalog",93848,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=False; sampleRate=Optimize","Potential mono content is stored as stereo"
"Assets/Sound/Combat/system_warning_memory_glitch.wav","system_warning_memory_glitch.wav",0.321,1,48000,93654,"DecompressOnLoad","ADPCM",1.00,True,False,True,False,"GameplayFrequentSfx","AudioCatalog",61696,"DecompressOnLoad; ADPCM; q=1.00; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/Music/amb_gameplay_planet.ogg","amb_gameplay_planet.ogg",56.895,2,32000,817770,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",204800,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/Music/bgm_ending.ogg","bgm_ending.ogg",94.041,2,44100,1785891,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",204800,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/Music/bgm_gameplay_normal.ogg","bgm_gameplay_normal.ogg",71.131,2,22050,831824,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",204800,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/Music/bgm_gameplay_pressure.ogg","bgm_gameplay_pressure.ogg",56.895,2,16000,828217,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",204800,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/Music/bgm_main_menu.ogg","bgm_main_menu.ogg",425.587,2,44100,7930448,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",204800,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/Music/bgm_story_cutscene.ogg","bgm_story_cutscene.ogg",64,2,44100,1117106,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",204800,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/Music/stinger_mission_complete.ogg","stinger_mission_complete.ogg",5.878,2,11000,91504,"Streaming","Vorbis",0.70,False,True,False,False,"MusicAmbience","AudioCatalog",91504,"Streaming; Vorbis; q=0.70; preload=False; background=True; mono=False; sampleRate=Optimize",""
"Assets/Sound/UI/ui_back.wav","ui_back.wav",1,1,48000,289520,"CompressedInMemory","Vorbis",0.75,True,False,True,False,"UiShortSfx","AudioCatalog",289520,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_confirm.wav","ui_confirm.wav",1,1,48000,289520,"CompressedInMemory","Vorbis",0.75,True,False,True,False,"UiShortSfx","AudioCatalog",289520,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_dialogue_advance.wav","ui_dialogue_advance.wav",1,1,48000,289520,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","AudioCatalog",289520,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_focus.wav","ui_focus.wav",1,1,48000,289520,"CompressedInMemory","Vorbis",0.75,True,False,True,False,"UiShortSfx","AudioCatalog",289520,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_invalid_locked.wav","ui_invalid_locked.wav",1,1,48000,289518,"CompressedInMemory","Vorbis",0.75,True,False,True,False,"UiShortSfx","AudioCatalog",289518,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_panel_close.wav","ui_panel_close.wav",1.045,1,48000,302362,"CompressedInMemory","Vorbis",0.75,True,False,True,False,"UiShortSfx","AudioCatalog",302362,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_panel_open.wav","ui_panel_open.wav",1.041,1,48000,301464,"CompressedInMemory","Vorbis",0.75,True,False,True,False,"UiShortSfx","AudioCatalog",301464,"CompressedInMemory; Vorbis; q=0.75; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/Sound/UI/ui_upgrade_purchase.wav","ui_upgrade_purchase.wav",0.689,1,48000,199906,"DecompressOnLoad","ADPCM",1.00,True,False,True,False,"UiShortSfx","AudioCatalog",132352,"DecompressOnLoad; ADPCM; q=1.00; preload=True; background=False; mono=True; sampleRate=Optimize","High sample rate for non-music"
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_000.wav","VO_CS_CS_05_HUMANCOMMAND_000.wav",2.96,1,24000,284240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",284240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_002.wav","VO_CS_CS_05_HUMANCOMMAND_002.wav",3.36,1,24000,322640,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",322640,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_005.wav","VO_CS_CS_05_HUMANCOMMAND_005.wav",2.64,1,24000,253520,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",253520,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_008.wav","VO_CS_CS_05_HUMANCOMMAND_008.wav",1.48,1,24000,142160,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",142160,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_018.wav","VO_CS_CS_05_HUMANCOMMAND_018.wav",3.64,1,24000,349520,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",349520,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_021.wav","VO_CS_CS_05_HUMANCOMMAND_021.wav",1.8,1,24000,172880,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",172880,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_022.wav","VO_CS_CS_05_HUMANCOMMAND_022.wav",2.76,1,24000,265040,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",265040,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_027.wav","VO_CS_CS_05_HUMANCOMMAND_027.wav",1.52,1,24000,146000,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",146000,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_000.wav","VO_CS_CS_01_BOOTSEQUENCE_000.wav",3.08,1,24000,295760,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",295760,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_001.wav","VO_CS_CS_01_BOOTSEQUENCE_001.wav",2.2,1,24000,211280,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",211280,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_002.wav","VO_CS_CS_01_BOOTSEQUENCE_002.wav",2.48,1,24000,238160,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",238160,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_003.wav","VO_CS_CS_01_BOOTSEQUENCE_003.wav",3.28,1,24000,314960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",314960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_004.wav","VO_CS_CS_01_BOOTSEQUENCE_004.wav",3.32,1,24000,318800,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",318800,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_006.wav","VO_CS_CS_01_BOOTSEQUENCE_006.wav",2.36,1,24000,226640,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",226640,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_008.wav","VO_CS_CS_01_BOOTSEQUENCE_008.wav",4.8,1,24000,460880,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",460880,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_009.wav","VO_CS_CS_01_BOOTSEQUENCE_009.wav",3.04,1,24000,291920,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",291920,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_011.wav","VO_CS_CS_01_BOOTSEQUENCE_011.wav",3.4,1,24000,326480,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",326480,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_01_BOOTSEQUENCE_013.wav","VO_CS_CS_01_BOOTSEQUENCE_013.wav",1.04,1,24000,99920,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",99920,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_000.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_000.wav",2.08,1,24000,199760,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",199760,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_001.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_001.wav",1.84,1,24000,176720,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",176720,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_002.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_002.wav",2.96,1,24000,284240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",284240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_004.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_004.wav",2.96,1,24000,284240,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",284240,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_005.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_005.wav",2.68,1,24000,257360,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",257360,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_007.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_007.wav",4.84,1,24000,464720,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",464720,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_009.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_009.wav",2.32,1,24000,222800,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",222800,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_010.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_010.wav",2.04,1,24000,195920,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",195920,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_012.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_012.wav",2.16,1,24000,207440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",207440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_014.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_014.wav",2.12,1,24000,203600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",203600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_015.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_015.wav",1.88,1,24000,180560,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",180560,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_016.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_016.wav",2.76,1,24000,265040,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",265040,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_019.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_019.wav",4.68,1,24000,449360,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",449360,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_022.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_022.wav",1.16,1,24000,111440,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",111440,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_000.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_000.wav",2.28,1,24000,218960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",218960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_001.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_001.wav",2.36,1,24000,226640,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",226640,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_003.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_003.wav",2,1,24000,192080,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",192080,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_005.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_005.wav",1.8,1,24000,172880,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",172880,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_007.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_007.wav",2.2,1,24000,211280,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",211280,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_009.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_009.wav",1.24,1,24000,119120,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",119120,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_011.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_011.wav",3.68,1,24000,353360,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",353360,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_013.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_013.wav",4.04,1,24000,387920,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",387920,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_015.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_015.wav",1.28,1,24000,122960,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",122960,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_017.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_017.wav",2.24,1,24000,215120,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",215120,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_018.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_018.wav",1.32,1,24000,126800,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",126800,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_020.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_020.wav",3.12,1,24000,299600,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",299600,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_000.wav","VO_CS_CS_04_GATEMEMORYLEAK_000.wav",1.88,1,24000,180560,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",180560,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_001.wav","VO_CS_CS_04_GATEMEMORYLEAK_001.wav",1.72,1,24000,165200,"CompressedInMemory","Vorbis",0.70,False,True,True,False,"VoiceDialogue","VoiceLineCatalog",165200,"CompressedInMemory; Vorbis; q=0.70; preload=False; background=True; mono=True; sampleRate=Optimize",""
