AssetPath,FileName,Duration,Channels,Frequency,SourceFileSize,LoadType,CompressionFormat,Quality,PreloadAudioData,LoadInBackground,ForceToMono,Ambisonic,UsageCategory,ReferenceStatus,EstimatedRuntimeMemory,SuggestedSettings,Warnings
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_001.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_001.wav",1.84,1,24000,176720,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",176640,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_002.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_002.wav",2.96,1,24000,284240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",284160,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_004.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_004.wav",2.96,1,24000,284240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",284160,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_005.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_005.wav",2.68,1,24000,257360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",257280,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_007.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_007.wav",4.84,1,24000,464720,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",464640,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_009.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_009.wav",2.32,1,24000,222800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",222720,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_010.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_010.wav",2.04,1,24000,195920,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",195840,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_012.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_012.wav",2.16,1,24000,207440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",207360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_014.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_014.wav",2.12,1,24000,203600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",203520,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_015.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_015.wav",1.88,1,24000,180560,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",180480,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_016.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_016.wav",2.76,1,24000,265040,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",264960,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_019.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_019.wav",4.68,1,24000,449360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",449280,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_02_FIRSTDEATHRECOVERY_022.wav","VO_CS_CS_02_FIRSTDEATHRECOVERY_022.wav",1.16,1,24000,111440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",111360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_000.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_000.wav",2.28,1,24000,218960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",218880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_001.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_001.wav",2.36,1,24000,226640,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",226560,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_003.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_003.wav",2,1,24000,192080,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",192000,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_005.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_005.wav",1.8,1,24000,172880,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",172800,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_007.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_007.wav",2.2,1,24000,211280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",211200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_009.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_009.wav",1.24,1,24000,119120,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",119040,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_011.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_011.wav",3.68,1,24000,353360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",353280,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_013.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_013.wav",4.04,1,24000,387920,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",387840,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_015.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_015.wav",1.28,1,24000,122960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",122880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_017.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_017.wav",2.24,1,24000,215120,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",215040,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_018.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_018.wav",1.32,1,24000,126800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",126720,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_020.wav","VO_CS_CS_03_ENEMYDOESNOTCHARGE_020.wav",3.12,1,24000,299600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",299520,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_000.wav","VO_CS_CS_04_GATEMEMORYLEAK_000.wav",1.88,1,24000,180560,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",180480,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_001.wav","VO_CS_CS_04_GATEMEMORYLEAK_001.wav",1.72,1,24000,165200,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",165120,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_002.wav","VO_CS_CS_04_GATEMEMORYLEAK_002.wav",1.8,1,24000,172880,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",172800,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_003.wav","VO_CS_CS_04_GATEMEMORYLEAK_003.wav",2.28,1,24000,218960,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",218880,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_005.wav","VO_CS_CS_04_GATEMEMORYLEAK_005.wav",1.68,1,24000,161360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",161280,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_006.wav","VO_CS_CS_04_GATEMEMORYLEAK_006.wav",1.44,1,24000,138320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",138240,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_007.wav","VO_CS_CS_04_GATEMEMORYLEAK_007.wav",1.72,1,24000,165200,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",165120,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_009.wav","VO_CS_CS_04_GATEMEMORYLEAK_009.wav",4.44,1,24000,426320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",426240,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_011.wav","VO_CS_CS_04_GATEMEMORYLEAK_011.wav",3.4,1,24000,326480,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",326400,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_013.wav","VO_CS_CS_04_GATEMEMORYLEAK_013.wav",2.68,1,24000,257360,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",257280,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_015.wav","VO_CS_CS_04_GATEMEMORYLEAK_015.wav",2.12,1,24000,203600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",203520,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_017.wav","VO_CS_CS_04_GATEMEMORYLEAK_017.wav",1.96,1,24000,188240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",188160,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_019.wav","VO_CS_CS_04_GATEMEMORYLEAK_019.wav",2.08,1,24000,199760,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",199680,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_021.wav","VO_CS_CS_04_GATEMEMORYLEAK_021.wav",0.96,1,24000,92240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",92160,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_001.wav","VO_CS_CS_05_HUMANCOMMAND_001.wav",4.16,1,24000,399440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",399360,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_003.wav","VO_CS_CS_05_HUMANCOMMAND_003.wav",3.96,1,24000,380240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",380160,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_013.wav","VO_CS_CS_05_HUMANCOMMAND_013.wav",3.4,1,24000,326480,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",326400,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_015.wav","VO_CS_CS_05_HUMANCOMMAND_015.wav",3.84,1,24000,368720,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",368640,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_019.wav","VO_CS_CS_05_HUMANCOMMAND_019.wav",5.16,1,24000,495440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",495360,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_025.wav","VO_CS_CS_05_HUMANCOMMAND_025.wav",2.24,1,24000,215120,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",215040,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_000.wav","VO_CS_CS_06_SYSTEMFATIGUE_000.wav",1.88,1,24000,180560,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",180480,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_001.wav","VO_CS_CS_06_SYSTEMFATIGUE_001.wav",2.12,1,24000,203600,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",203520,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_002.wav","VO_CS_CS_06_SYSTEMFATIGUE_002.wav",3.32,1,24000,318800,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",318720,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_004.wav","VO_CS_CS_06_SYSTEMFATIGUE_004.wav",2.04,1,24000,195920,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",195840,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_007.wav","VO_CS_CS_06_SYSTEMFATIGUE_007.wav",4.96,1,24000,476240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",476160,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_009.wav","VO_CS_CS_06_SYSTEMFATIGUE_009.wav",1.2,1,24000,115280,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",115200,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_011.wav","VO_CS_CS_06_SYSTEMFATIGUE_011.wav",1.56,1,24000,149840,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",149760,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_013.wav","VO_CS_CS_06_SYSTEMFATIGUE_013.wav",3.6,1,24000,345680,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",345600,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_015.wav","VO_CS_CS_06_SYSTEMFATIGUE_015.wav",3,1,24000,288080,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",288000,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_018.wav","VO_CS_CS_06_SYSTEMFATIGUE_018.wav",3.44,1,24000,330320,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",330240,"CompressedInMemory; Vorbis q0.70; preload off; mono","Long voice is preloaded"
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_020.wav","VO_CS_CS_06_SYSTEMFATIGUE_020.wav",2.36,1,24000,226640,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",226560,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_022.wav","VO_CS_CS_06_SYSTEMFATIGUE_022.wav",1.64,1,24000,157520,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",157440,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_024.wav","VO_CS_CS_06_SYSTEMFATIGUE_024.wav",2.96,1,24000,284240,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",284160,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_06_SYSTEMFATIGUE_026.wav","VO_CS_CS_06_SYSTEMFATIGUE_026.wav",1.52,1,24000,146000,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",145920,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_001.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_001.wav",1.16,1,24000,111440,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",111360,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
"Assets/_Project/Audio/Voice/System/VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_002.wav","VO_CS_CS_07_FINALCHOICE_CONTINUEPROTOCOL_002.wav",2.92,1,24000,280400,"DecompressOnLoad","PCM",1.00,True,True,True,False,"Voice/Dialogue","BuildScene",280320,"CompressedInMemory; Vorbis q0.70; preload off; mono",""
