AssetPath,Dimensions,TextureType,SpriteMode,SourceFileSize,EstimatedRuntimeMemory,HasAlpha,ReadWriteEnabled,MipMaps,FilterMode,WrapMode,PixelsPerUnit,MaxSize,DefaultCompression,AndroidOverride,AndroidFormat,CompressionQuality,CrunchCompression,SpriteAtlas,SuggestedAction,Warnings
"Assets/_Project/Art/Gate/gate_13_portal_base/major_portal_sheet_alpha.png","2048x683","Sprite","Multiple",950302,5595136,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Large texture has no Android override; Android override disabled"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_01_glass_cannon_portal_base.png","478x596","Sprite","Multiple",261740,1139552,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_01_glass_cannon_portal_base_192x160.png","192x160","Sprite","Multiple",25404,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_02_bullet_storm_portal_base.png","472x597","Sprite","Multiple",260674,1127136,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_02_bullet_storm_portal_base_192x160.png","192x160","Sprite","Multiple",25105,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_03_reinforcement_portal_base.png","466x597","Sprite","Multiple",241979,1112808,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_03_reinforcement_portal_base_192x160.png","192x160","Sprite","Multiple",23832,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_04_bounty_portal_base.png","471x597","Sprite","Multiple",243110,1124748,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_04_bounty_portal_base_192x160.png","192x160","Sprite","Multiple",23496,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_portal_base_sheet_192x160.png","768x160","Sprite","Multiple",96556,491520,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/risky_portal_sheet_alpha.png","1983x793","Sprite","Multiple",1010424,6290076,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_01_damage_portal_base.png","578x616","Sprite","Multiple",251647,1424192,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_01_damage_portal_base_192x160.png","192x160","Sprite","Multiple",25266,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_02_fire_rate_portal_base.png","576x615","Sprite","Multiple",255978,1416960,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_02_fire_rate_portal_base_192x160.png","192x160","Sprite","Multiple",25558,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_03_max_hp_portal_base.png","577x615","Sprite","Multiple",249466,1419420,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_03_max_hp_portal_base_192x160.png","192x160","Sprite","Multiple",25122,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_portal_base_sheet_192x160.png","576x160","Sprite","Multiple",74874,368640,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/stable_portal_sheet_alpha.png","1983x793","Sprite","Multiple",758410,6290076,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_01_repair_portal_base.png","616x601","Sprite","Multiple",272804,1480864,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_01_repair_portal_base_192x160.png","192x160","Sprite","Multiple",27525,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_02_barrier_portal_base.png","590x606","Sprite","Multiple",287464,1430160,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_02_barrier_portal_base_192x160.png","192x160","Sprite","Multiple",28459,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_03_freeze_portal_base.png","606x615","Sprite","Multiple",315224,1490760,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_03_freeze_portal_base_192x160.png","192x160","Sprite","Multiple",29454,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_portal_base_sheet_192x160.png","576x160","Sprite","Multiple",84735,368640,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/gate_13_portal_base/utility_portal_sheet_alpha.png","1991x790","Sprite","Multiple",881033,6291560,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled"
"Assets/_Project/Art/Gate/GateTintScreens/gate_tint_screen_narrow_sheet_3x_192x160.png","576x160","Sprite","Multiple",10038,368640,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/GateTintScreens/gate_tint_screen_negative_red_narrow_192x160.png","192x160","Sprite","Multiple",3382,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/GateTintScreens/gate_tint_screen_neutral_blue_narrow_192x160.png","192x160","Sprite","Multiple",3688,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/GateTintScreens/gate_tint_screen_positive_green_narrow_192x160.png","192x160","Sprite","Multiple",3637,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/GateTintScreens/negative_narrow_preview_with_gate.png","192x160","Sprite","Multiple",25589,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/GateTintScreens/neutral_narrow_preview_with_gate.png","192x160","Sprite","Multiple",25588,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Gate/GateTintScreens/positive_narrow_preview_with_gate.png","192x160","Sprite","Multiple",25586,122880,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Maincharacter/Generated/UNIT07_fall_frame_01.png","32x32","Sprite","Multiple",1776,4096,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Maincharacter/Generated/UNIT07_fall_frame_02.png","32x32","Sprite","Multiple",1311,4096,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Maincharacter/Generated/UNIT07_fall_frame_03.png","32x32","Sprite","Multiple",1297,4096,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Maincharacter/Generated/UNIT07_fall_frame_04.png","32x32","Sprite","Multiple",1292,4096,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Maincharacter/UNIX07ForDialogue.png","128x128","Sprite","Multiple",4194,65536,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Maincharacter/walk_Up.png","384x64","Sprite","Multiple",1537,98304,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/background/anh-nen-trang-1-e1769833124384-231x400.jpg","231x400","Sprite","Multiple",3493,369600,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/background/BG_01.png","941x1672","Sprite","Multiple",2013946,6293408,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled"
"Assets/_Project/Art/Sprites/background/BG1.png","683x2048","Sprite","Multiple",1592193,5595136,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Android override disabled"
"Assets/_Project/Art/Sprites/background/BG2.png","683x2048","Sprite","Multiple",1655871,5595136,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Android override disabled"
"Assets/_Project/Art/Sprites/background/BG3.png","683x2048","Sprite","Multiple",1575048,5595136,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Large texture has no Android override; Android override disabled"
"Assets/_Project/Art/Sprites/background/BG-Temp.png","941x1672","Sprite","Multiple",1880688,6293408,False,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_00.png","640x400","Sprite","Multiple",47783,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_01.png","640x400","Sprite","Multiple",42095,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_02.png","640x400","Sprite","Multiple",42638,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_03.png","640x400","Sprite","Multiple",42265,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_04.png","640x400","Sprite","Multiple",42786,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_05.png","640x400","Sprite","Multiple",46304,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_06.png","640x400","Sprite","Multiple",41821,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/Sprites/Bullet/All_Fire_Bullet_Pixel_16x16_07.png","640x400","Sprite","Multiple",41794,1024000,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/System32/sci_fi_terminal_transparent.png","1028x1163","Sprite","Single",1201364,4782256,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled"
"Assets/_Project/Art/UI/coin.png","64x64","Sprite","Multiple",558,16384,True,False,False,"Bilinear","Clamp",100,2048,"Compressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Potential pixel sprite is not Point filtered; Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayDialogue/BubbleMessage.png","32x32","Sprite","Single",423,4096,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayDialogue/BubbleMessage_Frame.png","520x170","Sprite","Single",2885,353600,True,False,False,"Point","Clamp",100,2048,"Uncompressed",False,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Android override disabled; Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayHudPanel/clock.png","512x512","Sprite","Single",3504,1048576,True,False,False,"Point","Clamp",100,2048,"Compressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayHudPanel/Optimized/CoinIcon_optimized.png","96x96","Sprite","Single",1805,36864,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override","Max Size greatly exceeds source dimensions"
"Assets/_Project/Art/UI/GameplayHudPanel/Optimized/HudPanel_optimized.png","512x128","Sprite","Single",2843,262144,True,False,False,"Point","Clamp",100,1024,"Uncompressed",True,"AutomaticCompressed",50,False,"","Mipmaps off; Read/Write off; Clamp; preserve Point/Bilinear by visual class; Android ETC2 override",""
