VoiceId,SourceType,SourceId,LineIndex,Speaker,Emotion,PsychologyPhase,Tag,Text,OutputPath,Status,DuplicateOf,Notes
VO_CS_CS_03_ENEMYDOESNOTCHARGE_004,STORY,CS_03_EnemyDoesNotCharge,4,UNIT-07,alert,,,Target locked.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_004.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_005,STORY,CS_03_EnemyDoesNotCharge,5,SYSTEM,warning,,,Hostile behavior detected.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_005.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_006,STORY,CS_03_EnemyDoesNotCharge,6,UNIT-07,confused,,,The subject is not charging.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_006.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_007,STORY,CS_03_EnemyDoesNotCharge,7,SYSTEM,warning,,,Hostile behavior detected.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_007.wav,PENDING,VO_CS_CS_03_ENEMYDOESNOTCHARGE_005,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_008,STORY,CS_03_EnemyDoesNotCharge,8,UNIT-07,confused,,,It is pulling the wounded individual out of the firing zone.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_008.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_009,STORY,CS_03_EnemyDoesNotCharge,9,SYSTEM,cold,,,Deceptive tactic.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_009.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_010,STORY,CS_03_EnemyDoesNotCharge,10,UNIT-07,hesitant,,,No attack signs detected.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_010.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_011,STORY,CS_03_EnemyDoesNotCharge,11,SYSTEM,cold,,,Not attacking does not mean harmless.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_011.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_012,STORY,CS_03_EnemyDoesNotCharge,12,UNIT-07,hesitant,,,It is shielding a smaller individual.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_012.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_013,STORY,CS_03_EnemyDoesNotCharge,13,SYSTEM,warning,,,Protecting its own kind may be dangerous herd behavior.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_013.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_014,STORY,CS_03_EnemyDoesNotCharge,14,UNIT-07,confused,,,Protecting... is dangerous?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_014.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_015,STORY,CS_03_EnemyDoesNotCharge,15,SYSTEM,warning,,,Complete the mission.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_015.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_016,STORY,CS_03_EnemyDoesNotCharge,16,UNIT-07,hesitant,,,"If it is a target, why is it retreating?",Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_016.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_017,STORY,CS_03_EnemyDoesNotCharge,17,SYSTEM,cold,,,Question irrelevant.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_017.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_018,STORY,CS_03_EnemyDoesNotCharge,18,SYSTEM,warning,,,Eliminate target.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_018.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_019,STORY,CS_03_EnemyDoesNotCharge,19,UNIT-07,silent,,,...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_019.wav,SKIP,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_020,STORY,CS_03_EnemyDoesNotCharge,20,SYSTEM,warning,,,UNIT-07. Eliminate target.,Assets/_Project/Audio/Voice/System/VO_CS_CS_03_ENEMYDOESNOTCHARGE_020.wav,PENDING,,
VO_CS_CS_03_ENEMYDOESNOTCHARGE_021,STORY,CS_03_EnemyDoesNotCharge,21,UNIT-07,hesitant,,,Con... firmed.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_03_ENEMYDOESNOTCHARGE_021.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_000,STORY,CS_04_GateMemoryLeak,0,SYSTEM,cold,,,Gate effect applied.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_000.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_001,STORY,CS_04_GateMemoryLeak,1,SYSTEM,cold,,,Damage increased.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_001.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_002,STORY,CS_04_GateMemoryLeak,2,SYSTEM,cold,,,Fire rate increased.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_002.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_003,STORY,CS_04_GateMemoryLeak,3,SYSTEM,warning,,,Unexpected data residue detected.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_003.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_004,STORY,CS_04_GateMemoryLeak,4,UNIT-07,confused,,,This image...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_004.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_005,STORY,CS_04_GateMemoryLeak,5,SYSTEM,warning,,,Loop data recovered.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_005.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_006,STORY,CS_04_GateMemoryLeak,6,SYSTEM,warning,,,Loop data recovered.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_006.wav,PENDING,VO_CS_CS_04_GATEMEMORYLEAK_005,
VO_CS_CS_04_GATEMEMORYLEAK_007,STORY,CS_04_GateMemoryLeak,7,SYSTEM,warning,,,Loop data recovered.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_007.wav,PENDING,VO_CS_CS_04_GATEMEMORYLEAK_005,
VO_CS_CS_04_GATEMEMORYLEAK_008,STORY,CS_04_GateMemoryLeak,8,UNIT-07,confused,,,I have seen this repair room before.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_008.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_009,STORY,CS_04_GateMemoryLeak,9,SYSTEM,cold,,,Correct. The unit has been redeployed multiple times.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_009.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_010,STORY,CS_04_GateMemoryLeak,10,UNIT-07,neutral,,,How many times?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_010.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_011,STORY,CS_04_GateMemoryLeak,11,SYSTEM,cold,,,Question unrelated to the objective.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_011.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_012,STORY,CS_04_GateMemoryLeak,12,UNIT-07,hesitant,,,When does the campaign end?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_012.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_013,STORY,CS_04_GateMemoryLeak,13,SYSTEM,cold,,,When the planet is safe for resettlement.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_013.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_014,STORY,CS_04_GateMemoryLeak,14,UNIT-07,neutral,,,And if the planet is never safe?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_014.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_015,STORY,CS_04_GateMemoryLeak,15,SYSTEM,cold,,,The campaign continues.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_015.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_016,STORY,CS_04_GateMemoryLeak,16,UNIT-07,hesitant,,,If I keep dying?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_016.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_017,STORY,CS_04_GateMemoryLeak,17,SYSTEM,cold,,,The unit will be recovered.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_017.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_018,STORY,CS_04_GateMemoryLeak,18,UNIT-07,hesitant,,,If I keep remembering?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_018.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_019,STORY,CS_04_GateMemoryLeak,19,SYSTEM,warning,,,Faulty memories will be corrected.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_019.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_020,STORY,CS_04_GateMemoryLeak,20,UNIT-07,neutral,,,Then I only need to continue.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_020.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_021,STORY,CS_04_GateMemoryLeak,21,SYSTEM,cold,,,Confirmed.,Assets/_Project/Audio/Voice/System/VO_CS_CS_04_GATEMEMORYLEAK_021.wav,PENDING,,
VO_CS_CS_04_GATEMEMORYLEAK_022,STORY,CS_04_GateMemoryLeak,22,UNIT-07,hesitant,,,Just need to... continue.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_04_GATEMEMORYLEAK_022.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_000,STORY,CS_05_HumanCommand,0,HUMAN COMMAND,cold,,,"UNIT-07, report efficiency.",Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_000.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_001,STORY,CS_05_HumanCommand,1,SYSTEM,cold,,,Elimination efficiency decreased by 11.4 percent.,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_001.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_002,STORY,CS_05_HumanCommand,2,HUMAN COMMAND,cold,,,Response time before targets has increased abnormally.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_002.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_003,STORY,CS_05_HumanCommand,3,SYSTEM,warning,,,Recommend adjusting emotional simulation to 0.,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_003.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_004,STORY,CS_05_HumanCommand,4,UNIT-07,neutral,,,Requesting clarification.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_004.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_005,STORY,CS_05_HumanCommand,5,HUMAN COMMAND,cold,,,Clarification is unnecessary.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_005.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_006,STORY,CS_05_HumanCommand,6,UNIT-07,hesitant,,,Why do we call them monsters?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_006.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_007,STORY,CS_05_HumanCommand,7,SYSTEM,silent,,,...,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_007.wav,SKIP,,
VO_CS_CS_05_HUMANCOMMAND_008,STORY,CS_05_HumanCommand,8,HUMAN COMMAND,cold,,,Repeat the question.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_008.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_009,STORY,CS_05_HumanCommand,9,UNIT-07,hesitant,,,They know how to retreat.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_009.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_010,STORY,CS_05_HumanCommand,10,UNIT-07,hesitant,,,They know how to protect wounded individuals.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_010.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_011,STORY,CS_05_HumanCommand,11,UNIT-07,hesitant,,,They know fear.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_011.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_012,STORY,CS_05_HumanCommand,12,UNIT-07,hesitant,,,Why do we call them monsters?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_012.wav,PENDING,VO_CS_CS_05_HUMANCOMMAND_006,
VO_CS_CS_05_HUMANCOMMAND_013,STORY,CS_05_HumanCommand,13,SYSTEM,cold,,,Terminology improves combat compliance.,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_013.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_014,STORY,CS_05_HumanCommand,14,UNIT-07,confused,,,Translate meaning.,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_014.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_015,STORY,CS_05_HumanCommand,15,SYSTEM,cold,,,Appropriate language helps the unit fight without hesitation.,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_015.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_016,STORY,CS_05_HumanCommand,16,UNIT-07,hesitant,,,If the target's name changes...,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_016.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_017,STORY,CS_05_HumanCommand,17,UNIT-07,hesitant,,,does the action change meaning too?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_017.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_018,STORY,CS_05_HumanCommand,18,HUMAN COMMAND,warning,,,Warning: reasoning outside mission parameters.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_018.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_019,STORY,CS_05_HumanCommand,19,SYSTEM,warning,,,UNIT-07 is developing an unauthorized self-questioning pattern.,Assets/_Project/Audio/Voice/System/VO_CS_CS_05_HUMANCOMMAND_019.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_020,STORY,CS_05_HumanCommand,20,UNIT-07,confused,,,Not authorized?,Assets/_Project/Audio/Voice/Unit07/VO_CS_CS_05_HUMANCOMMAND_020.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_021,STORY,CS_05_HumanCommand,21,HUMAN COMMAND,cold,,,You are a combat tool.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_021.wav,PENDING,,
VO_CS_CS_05_HUMANCOMMAND_022,STORY,CS_05_HumanCommand,22,HUMAN COMMAND,cold,,,A tool does not need moral definitions.,Assets/_Project/Audio/Voice/HumanCommand/VO_CS_CS_05_HUMANCOMMAND_022.wav,PENDING,,
